,time,cityName,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
0,2022-03-10T00:08:24.772939+09:00,[서울특별시],3090396,3130253,168915,3762,30262,1508,735,1510,4003,4765,1225,3100
1,2022-03-10T00:08:24.772939+09:00,[부산광역시],842540,1269618,44663,1051,19288,466,280,436,1647,2658,542,839
2,2022-03-10T00:08:24.772939+09:00,[대구광역시],356502,1196963,28671,847,11237,325,205,405,2297,906,503,634
3,2022-03-10T00:08:24.772939+09:00,[인천광역시],952509,839376,47674,1315,14357,569,304,620,1168,1556,611,868
4,2022-03-10T00:08:24.772939+09:00,[광주광역시],843576,113865,13706,406,5244,222,81,134,103,1414,178,460
5,2022-03-10T00:08:24.772939+09:00,[대전광역시],454553,449042,23723,591,6934,234,117,190,504,997,246,416
6,2022-03-10T00:08:24.772939+09:00,[울산광역시],301680,395354,19939,355,8573,327,114,202,717,2197,202,283
7,2022-03-10T00:08:24.772939+09:00,[세종특별자치시],129159,93489,6027,84,1227,51,11,33,80,160,44,51
8,2022-03-10T00:08:24.772939+09:00,[경기도],4188735,3718605,181566,3623,55847,1796,936,1702,5242,7918,1878,2791
9,2022-03-10T00:08:24.772939+09:00,[강원도],427108,542773,23326,562,10309,337,175,243,704,1251,540,480
10,2022-03-10T00:08:24.772939+09:00,[충청북도],450803,519830,24892,654,9949,438,197,271,787,1135,765,645
11,2022-03-10T00:08:24.772939+09:00,[충청남도],589733,675863,30068,749,12747,468,209,314,893,1499,862,874
12,2022-03-10T00:08:24.772939+09:00,[전라북도],1034095,162977,17700,480,6743,395,158,232,323,859,456,1607
13,2022-03-10T00:08:24.772939+09:00,[전라남도],1111614,130876,14778,695,7196,510,193,342,328,1885,561,2585
14,2022-03-10T00:08:24.772939+09:00,[경상북도],408585,1295208,29964,998,15621,568,342,528,2140,1776,1780,1066
15,2022-03-10T00:08:24.772939+09:00,[경상남도],777455,1260616,48498,1205,26466,749,416,475,1910,4034,1404,1465
16,2022-03-10T00:08:24.772939+09:00,[제주특별자치도],221781,167862,12038,259,2962,133,49,105,213,453,228,325
17,2022-03-10T00:08:24.772939+09:00,,16180823,15962571,736148,17635,244963,9097,4523,7741,23059,35464,12023,18488
18,2022-03-10T00:09:40.343448+09:00,[서울특별시],3088553,3132187,168946,3739,30318,1510,751,1514,3993,4740,1228,3100
19,2022-03-10T00:09:40.343448+09:00,[부산광역시],842725,1269173,44663,1057,19379,477,282,441,1666,2704,542,840
20,2022-03-10T00:09:40.343448+09:00,[대구광역시],357594,1195836,28713,853,11239,325,206,402,2288,907,499,638
21,2022-03-10T00:09:40.343448+09:00,[인천광역시],952078,840346,47434,1294,14210,550,301,615,1151,1535,602,863
22,2022-03-10T00:09:40.343448+09:00,[광주광역시],843863,113671,13667,401,5234,218,79,133,103,1430,176,450
23,2022-03-10T00:09:40.343448+09:00,[대전광역시],454208,449274,23761,591,6938,234,118,190,502,993,244,411
24,2022-03-10T00:09:40.343448+09:00,[울산광역시],301564,395389,19959,357,8624,327,113,200,710,2207,200,285
25,2022-03-10T00:09:40.343448+09:00,[세종특별자치시],128840,93676,6152,86,1228,50,11,32,79,161,43,57
26,2022-03-10T00:09:40.343448+09:00,[경기도],4195446,3712856,181285,3618,55643,1805,919,1694,5250,7875,1846,2792
27,2022-03-10T00:09:40.343448+09:00,[강원도],426105,543580,23354,566,10401,337,174,240,712,1251,539,474
28,2022-03-10T00:09:40.343448+09:00,[충청북도],450939,519623,24924,657,9995,434,197,272,791,1147,759,644
29,2022-03-10T00:09:40.343448+09:00,[충청남도],590010,675440,30130,741,12769,473,206,312,888,1510,859,870
30,2022-03-10T00:09:40.343448+09:00,[전라북도],1034001,163042,17703,479,6751,395,158,233,322,861,458,1605
31,2022-03-10T00:09:40.343448+09:00,[전라남도],1112142,130452,14768,686,7154,516,189,335,324,1919,557,2574
32,2022-03-10T00:09:40.343448+09:00,[경상북도],408062,1295763,29941,997,15619,569,341,528,2149,1782,1780,1064
33,2022-03-10T00:09:40.343448+09:00,[경상남도],776787,1261254,48489,1207,26470,754,418,475,1916,4032,1412,1463
34,2022-03-10T00:09:40.343448+09:00,[제주특별자치도],221560,168070,12028,259,2970,133,49,104,214,454,231,325
35,2022-03-10T00:09:40.343448+09:00,,16184478,15959631,735916,17589,244942,9108,4513,7721,23060,35507,11974,18454
36,2022-03-10T00:11:00.120325+09:00,[서울특별시],3087199,3133326,169032,3747,30383,1529,745,1530,4000,4774,1225,3096
37,2022-03-10T00:11:00.120325+09:00,[부산광역시],843917,1268016,44617,1063,19339,476,284,446,1659,2691,548,837
38,2022-03-10T00:11:00.120325+09:00,[대구광역시],357014,1196062,28839,850,11259,322,215,395,2297,932,498,639
39,2022-03-10T00:11:00.120325+09:00,[인천광역시],950253,841891,47512,1298,14253,550,298,625,1173,1537,601,872
40,2022-03-10T00:11:00.120325+09:00,[광주광역시],843628,113878,13692,404,5239,221,80,134,102,1422,176,450
41,2022-03-10T00:11:00.120325+09:00,[대전광역시],454007,449429,23806,591,6942,234,117,193,500,995,242,411
42,2022-03-10T00:11:00.120325+09:00,[울산광역시],301191,395639,19991,358,8650,345,114,198,717,2206,205,287
43,2022-03-10T00:11:00.120325+09:00,[세종특별자치시],128306,94176,6150,85,1244,53,11,32,85,160,43,57
44,2022-03-10T00:11:00.120325+09:00,[경기도],4192901,3714791,181525,3617,55834,1801,928,1715,5232,7917,1867,2803
45,2022-03-10T00:11:00.120325+09:00,[강원도],425431,544202,23327,566,10412,339,177,239,713,1249,542,480
46,2022-03-10T00:11:00.120325+09:00,[충청북도],452899,517884,24972,645,9930,434,194,270,782,1146,754,650
47,2022-03-10T00:11:00.120325+09:00,[충청남도],589412,675798,30264,742,12837,473,204,319,892,1520,854,872
48,2022-03-10T00:11:00.120325+09:00,[전라북도],1034017,163031,17702,479,6750,395,158,233,322,861,458,1605
49,2022-03-10T00:11:00.120325+09:00,[전라남도],1111914,130586,14781,683,7188,518,189,334,323,1922,555,2589
50,2022-03-10T00:11:00.120325+09:00,[경상북도],408140,1295720,29986,996,15597,566,339,528,2144,1779,1779,1062
51,2022-03-10T00:11:00.120325+09:00,[경상남도],777608,1260313,48517,1202,26583,754,421,469,1921,4060,1413,1444
52,2022-03-10T00:11:00.120325+09:00,[제주특별자치도],221555,168078,12031,259,2968,133,49,104,214,454,231,325
53,2022-03-10T00:11:00.120325+09:00,,16179392,15962819,736744,17584,245409,9145,4522,7764,23079,35624,11990,18480
54,2022-03-10T00:26:19.590114+09:00,[서울특별시],3037895,3191017,167539,3673,30702,1422,727,1577,3873,4825,1233,2028
55,2022-03-10T00:26:19.590114+09:00,[부산광역시],836998,1272462,45231,1063,20194,520,309,475,1797,2703,558,901
56,2022-03-10T00:26:19.590114+09:00,[대구광역시],355702,1196255,29148,841,11685,330,230,403,2386,948,499,607
57,2022-03-10T00:26:19.590114+09:00,[인천광역시],945101,849647,48299,1246,14168,499,310,577,1164,1492,567,838
58,2022-03-10T00:26:19.590114+09:00,[광주광역시],840476,116166,14081,401,5399,227,83,143,103,1395,181,462
59,2022-03-10T00:26:19.590114+09:00,[대전광역시],449780,453272,23859,595,7188,248,120,193,505,989,251,407
60,2022-03-10T00:26:19.590114+09:00,[울산광역시],298624,397704,20083,363,8853,344,114,189,714,2200,204,285
61,2022-03-10T00:26:19.590114+09:00,[세종특별자치시],129271,93207,6251,80,1192,52,11,30,80,149,50,50
62,2022-03-10T00:26:19.590114+09:00,[경기도],4179008,3723244,183391,3703,56628,1783,949,1755,5484,7973,1896,2916
63,2022-03-10T00:26:19.590114+09:00,[강원도],425016,544041,23668,562,10541,333,171,229,729,1255,539,484
64,2022-03-10T00:26:19.590114+09:00,[충청북도],453011,516937,25432,628,10264,439,200,271,800,1124,752,653
65,2022-03-10T00:26:19.590114+09:00,[충청남도],587568,676457,30778,738,13174,460,207,323,917,1542,849,873
66,2022-03-10T00:26:19.590114+09:00,[전라북도],1031424,165126,17950,479,7093,398,144,225,326,844,458,1588
67,2022-03-10T00:26:19.590114+09:00,[전라남도],1109046,133226,14965,666,7439,497,183,328,318,1939,536,2460
68,2022-03-10T00:26:19.590114+09:00,[경상북도],405996,1296955,30359,990,15931,555,334,523,2267,1779,1768,1043
69,2022-03-10T00:26:19.590114+09:00,[경상남도],773507,1262819,48836,1217,27288,739,429,479,1984,4117,1466,1466
70,2022-03-10T00:26:19.590114+09:00,[제주특별자치도],219809,169456,12109,271,3004,146,49,89,237,480,248,307
71,2022-03-10T00:26:19.590114+09:00,,16078231,16057993,741978,17514,250741,8991,4570,7811,23683,35756,12056,17368
72,2022-03-10T00:28:08.893844+09:00,[서울특별시],3034458,3194432,167456,3652,30874,1417,719,1598,3922,4821,1231,2032
73,2022-03-10T00:28:08.893844+09:00,[부산광역시],836321,1273046,45235,1070,20221,521,314,485,1806,2706,555,900
74,2022-03-10T00:28:08.893844+09:00,[대구광역시],355269,1196706,29131,845,11695,328,229,401,2391,949,499,607
75,2022-03-10T00:28:08.893844+09:00,[인천광역시],945443,849283,48330,1250,14155,503,305,577,1158,1505,560,833
76,2022-03-10T00:28:08.893844+09:00,[광주광역시],840281,116337,14079,403,5429,226,83,142,102,1390,183,463
77,2022-03-10T00:28:08.893844+09:00,[대전광역시],449493,453492,23843,590,7235,247,119,193,508,1004,249,408
78,2022-03-10T00:28:08.893844+09:00,[울산광역시],298284,397818,20177,365,8893,339,116,193,720,2218,208,289
79,2022-03-10T00:28:08.893844+09:00,[세종특별자치시],128787,93604,6299,78,1226,51,11,32,86,146,57,51
80,2022-03-10T00:28:08.893844+09:00,[경기도],4177090,3725616,183216,3711,56463,1791,962,1751,5523,7907,1902,2911
81,2022-03-10T00:28:08.893844+09:00,[강원도],424712,544321,23662,563,10532,332,171,229,732,1251,539,486
82,2022-03-10T00:28:08.893844+09:00,[충청북도],453376,516567,25477,625,10234,435,199,269,794,1123,748,651
83,2022-03-10T00:28:08.893844+09:00,[충청남도],587204,676628,30827,741,13278,461,206,323,910,1552,848,870
84,2022-03-10T00:28:08.893844+09:00,[전라북도],1030860,165562,17988,492,7148,396,151,223,323,851,456,1581
85,2022-03-10T00:28:08.893844+09:00,[전라남도],1108735,133417,15012,676,7453,499,184,331,317,1936,544,2454
86,2022-03-10T00:28:08.893844+09:00,[경상북도],406728,1296145,30525,995,15905,550,334,523,2273,1771,1759,1024
87,2022-03-10T00:28:08.893844+09:00,[경상남도],775071,1260993,48953,1230,27316,745,426,474,1986,4148,1480,1485
88,2022-03-10T00:28:08.893844+09:00,[제주특별자치도],219458,169675,12187,270,3004,149,49,88,242,482,246,303
89,2022-03-10T00:28:08.893844+09:00,,16071569,16063642,742396,17557,251060,8990,4575,7832,23794,35760,12063,17349
90,2022-03-10T00:31:44.496606+09:00,,16218317,16412023,759646,18062,260191,9304,4738,8032,25421,36797,13375,18676
91,2022-03-10T00:31:44.496606+09:00,[서울특별시],3029230,3199880,167572,3636,30868,1425,716,1598,3935,4801,1231,2028
92,2022-03-10T00:31:44.496606+09:00,[부산광역시],835149,1273772,45415,1072,20406,523,319,486,1826,2714,556,897
93,2022-03-10T00:31:44.496606+09:00,[대구광역시],354864,1197024,29071,836,11748,323,225,409,2387,949,497,607
94,2022-03-10T00:31:44.496606+09:00,[인천광역시],942900,851539,48526,1253,14222,502,306,583,1165,1496,559,826
95,2022-03-10T00:31:44.496606+09:00,[광주광역시],839763,116572,14129,403,5478,230,84,141,105,1384,182,465
96,2022-03-10T00:31:44.496606+09:00,[대전광역시],449686,453404,23863,578,7213,248,117,193,505,1000,242,406
97,2022-03-10T00:31:44.496606+09:00,[울산광역시],298081,397943,20298,354,8877,343,111,187,737,2199,207,295
98,2022-03-10T00:31:44.496606+09:00,[세종특별자치시],128787,93604,6299,78,1226,51,11,32,86,146,57,51
99,2022-03-10T00:31:44.496606+09:00,[경기도],4177860,3724844,183395,3682,56364,1781,956,1748,5525,7887,1894,2900
100,2022-03-10T00:31:44.496606+09:00,[강원도],424461,544534,23675,562,10566,331,170,229,730,1247,539,489
101,2022-03-10T00:31:44.496606+09:00,[충청북도],453173,516754,25478,622,10253,429,196,269,800,1119,742,645
102,2022-03-10T00:31:44.496606+09:00,[충청남도],586663,677095,30833,736,13323,463,204,321,910,1543,846,865
103,2022-03-10T00:31:44.496606+09:00,[전라북도],1030644,165760,18054,484,7264,390,139,220,315,839,448,1534
104,2022-03-10T00:31:44.496606+09:00,[전라남도],1108433,133802,15011,679,7455,497,184,331,315,1923,543,2456
105,2022-03-10T00:31:44.496606+09:00,[경상북도],407543,1295489,30645,982,15885,551,326,521,2242,1770,1726,1032
106,2022-03-10T00:31:44.496606+09:00,[경상남도],777263,1258639,49034,1218,27493,738,442,466,2020,4108,1464,1484
107,2022-03-10T00:31:44.496606+09:00,,32062819,32312676,1490945,35238,508833,18130,9245,15766,49023,71918,25109,35654
108,2022-03-10T00:33:20.986139+09:00,[서울특별시],3015691,3213036,167516,3613,31064,1428,712,1609,4011,4814,1240,2042
109,2022-03-10T00:33:20.986139+09:00,[부산광역시],832032,1276229,45612,1079,20545,518,328,487,1834,2689,572,893
110,2022-03-10T00:33:20.986139+09:00,[대구광역시],353284,1197963,29220,830,11953,322,226,421,2436,955,508,600
111,2022-03-10T00:33:20.986139+09:00,[인천광역시],944458,851413,48432,1251,14731,495,278,539,1222,1592,552,790
112,2022-03-10T00:33:20.986139+09:00,[광주광역시],838614,117555,14234,400,5522,225,85,140,108,1386,185,463
113,2022-03-10T00:33:20.986139+09:00,[대전광역시],448310,454388,23970,582,7340,244,116,193,501,1002,243,403
114,2022-03-10T00:33:20.986139+09:00,[울산광역시],297675,398218,20378,358,8931,339,110,184,727,2186,207,301
115,2022-03-10T00:33:20.986139+09:00,[세종특별자치시],127788,94398,6336,81,1315,48,10,33,89,155,56,53
116,2022-03-10T00:33:20.986139+09:00,[경기도],4174596,3727637,183444,3693,56473,1765,975,1778,5547,7887,1921,2909
117,2022-03-10T00:33:20.986139+09:00,[강원도],424871,543932,23667,566,10597,326,178,230,731,1271,535,488
118,2022-03-10T00:33:20.986139+09:00,[충청북도],453585,516260,25572,623,10295,425,198,267,795,1112,728,639
119,2022-03-10T00:33:20.986139+09:00,[충청남도],586245,677404,30869,733,13358,459,203,320,909,1547,853,867
120,2022-03-10T00:33:20.986139+09:00,[전라북도],1028481,167697,18109,475,7237,386,140,225,310,854,446,1536
121,2022-03-10T00:33:20.986139+09:00,[전라남도],1107363,134815,15131,675,7483,492,181,325,315,1912,536,2428
122,2022-03-10T00:33:20.986139+09:00,[경상북도],407013,1295825,30652,983,15994,559,328,523,2245,1761,1734,1033
123,2022-03-10T00:33:20.986139+09:00,[경상남도],775731,1259915,49125,1218,27604,735,441,472,2027,4102,1476,1494
124,2022-03-10T00:33:20.986139+09:00,[제주특별자치도],218992,169974,12352,265,3034,144,47,92,236,487,237,315
125,2022-03-10T00:33:20.986139+09:00,,16034729,16096660,744619,17424,253476,8911,4557,7838,24043,35713,12030,17252
126,2022-03-10T00:34:54.971148+09:00,[서울특별시],3022414,3205256,168321,3782,31063,1426,712,1613,4026,4770,1269,1957
127,2022-03-10T00:34:54.971148+09:00,[부산광역시],832035,1275913,45708,1081,20602,523,329,491,1829,2703,563,892
128,2022-03-10T00:34:54.971148+09:00,[대구광역시],353107,1198092,29228,851,12016,319,228,421,2431,946,506,604
129,2022-03-10T00:34:54.971148+09:00,[인천광역시],943487,852198,48534,1244,14769,494,281,534,1228,1590,555,795
130,2022-03-10T00:34:54.971148+09:00,[광주광역시],838471,117683,14236,402,5540,222,88,141,110,1391,186,465
131,2022-03-10T00:34:54.971148+09:00,[대전광역시],448778,454120,23976,576,7323,248,114,191,485,984,241,396
132,2022-03-10T00:34:54.971148+09:00,[울산광역시],297675,398218,20378,358,8931,339,110,184,727,2186,207,301
133,2022-03-10T00:34:54.971148+09:00,[세종특별자치시],127788,94398,6336,81,1315,48,10,33,89,155,56,53
134,2022-03-10T00:34:54.971148+09:00,[경기도],4173795,3728219,183583,3716,56544,1785,968,1782,5568,7838,1915,2895
135,2022-03-10T00:34:54.971148+09:00,[강원도],424237,544444,23650,570,10646,326,179,234,743,1274,545,495
136,2022-03-10T00:34:54.971148+09:00,[충청북도],457711,512626,25545,594,10158,409,196,271,769,1081,713,624
137,2022-03-10T00:34:54.971148+09:00,[충청남도],585908,677721,30868,731,13385,460,203,318,912,1544,851,866
138,2022-03-10T00:34:54.971148+09:00,[전라북도],1030640,165925,18073,468,7164,381,145,222,312,834,436,1539
139,2022-03-10T00:34:54.971148+09:00,[전라남도],1107029,135117,15173,675,7506,490,180,324,316,1916,533,2417
140,2022-03-10T00:34:54.971148+09:00,[경상북도],406662,1296013,30773,978,16063,558,324,529,2263,1759,1733,1037
141,2022-03-10T00:34:54.971148+09:00,[경상남도],774957,1260502,49135,1210,27695,732,441,476,2039,4087,1477,1490
142,2022-03-10T00:34:54.971148+09:00,[제주특별자치도],218366,170374,12402,264,3077,141,46,90,237,495,239,321
143,2022-03-10T00:34:54.971148+09:00,,16043061,16086818,745919,17577,253796,8901,4555,7856,24083,35553,12027,17146
144,2022-03-10T00:36:09.623987+09:00,[서울특별시],3018813,3208580,168368,3781,31122,1437,722,1628,4028,4770,1288,1958
145,2022-03-10T00:36:09.623987+09:00,[부산광역시],831758,1276043,45751,1083,20664,523,330,492,1846,2704,567,900
146,2022-03-10T00:36:09.623987+09:00,[대구광역시],352537,1198515,29214,843,12057,314,229,426,2435,938,505,600
147,2022-03-10T00:36:09.623987+09:00,[인천광역시],941980,853489,48683,1242,14790,492,280,534,1240,1581,550,817
148,2022-03-10T00:36:09.623987+09:00,[광주광역시],838386,117708,14250,401,5547,222,89,141,109,1390,186,469
149,2022-03-10T00:36:09.623987+09:00,[대전광역시],448697,454136,23991,574,7340,250,113,191,492,983,251,395
150,2022-03-10T00:36:09.623987+09:00,[울산광역시],297322,398507,20365,358,8981,326,109,183,737,2195,201,311
151,2022-03-10T00:36:09.623987+09:00,[세종특별자치시],126897,95119,6425,86,1362,49,12,32,91,157,59,54
152,2022-03-10T00:36:09.623987+09:00,[경기도],4172569,3728919,183807,3722,56675,1791,965,1793,5585,7851,1914,2895
153,2022-03-10T00:36:09.623987+09:00,[강원도],424156,544513,23664,569,10638,325,180,233,749,1273,544,494
154,2022-03-10T00:36:09.623987+09:00,[충청북도],458409,511923,25578,592,10189,406,196,269,762,1073,707,619
155,2022-03-10T00:36:09.623987+09:00,[충청남도],587050,676705,30789,731,13383,459,203,316,904,1540,852,868
156,2022-03-10T00:36:09.623987+09:00,[전라북도],1030276,166125,18162,464,7201,385,144,221,311,842,434,1538
157,2022-03-10T00:36:09.623987+09:00,[전라남도],1106663,135422,15219,672,7509,491,179,322,314,1910,533,2412
158,2022-03-10T00:36:09.623987+09:00,[경상북도],406155,1296345,30781,973,16153,559,330,531,2286,1757,1733,1030
159,2022-03-10T00:36:09.623987+09:00,[경상남도],774389,1260932,49181,1211,27749,734,439,478,2042,4079,1483,1495
160,2022-03-10T00:36:09.623987+09:00,[제주특별자치도],217817,170927,12412,258,3063,137,45,87,238,498,237,323
161,2022-03-10T00:36:09.623987+09:00,,16033875,16093908,746639,17559,254423,8901,4564,7879,24169,35542,12045,17176
162,2022-03-10T00:37:23.074160+09:00,[서울특별시],3013852,3212804,168958,3800,31198,1435,715,1629,4059,4777,1291,1955
163,2022-03-10T00:37:23.074160+09:00,[부산광역시],831749,1275874,45814,1083,20719,521,330,493,1858,2710,566,903
164,2022-03-10T00:37:23.074160+09:00,[대구광역시],352156,1198864,29227,842,12107,312,227,424,2444,936,503,598
165,2022-03-10T00:37:23.074160+09:00,[인천광역시],941312,853970,48743,1243,14884,495,277,532,1241,1590,547,815
166,2022-03-10T00:37:23.074160+09:00,[광주광역시],838249,117755,14279,406,5574,221,89,140,109,1391,186,472
167,2022-03-10T00:37:23.074160+09:00,[대전광역시],448697,454136,23991,574,7340,250,113,191,492,983,251,395
168,2022-03-10T00:37:23.074160+09:00,[울산광역시],297390,398361,20430,355,9000,325,108,182,731,2199,200,309
169,2022-03-10T00:37:23.074160+09:00,[세종특별자치시],126500,95498,6455,89,1359,48,12,31,92,157,58,53
170,2022-03-10T00:37:23.074160+09:00,[경기도],4171746,3729411,183880,3718,56895,1802,967,1794,5570,7856,1925,2891
171,2022-03-10T00:37:23.074160+09:00,[강원도],424009,544628,23692,569,10656,325,179,232,749,1270,545,499
172,2022-03-10T00:37:23.074160+09:00,[충청북도],458097,512191,25576,597,10199,405,195,270,769,1072,704,620
173,2022-03-10T00:37:23.074160+09:00,[충청남도],586560,677048,30833,733,13409,458,206,318,907,1547,855,863
174,2022-03-10T00:37:23.074160+09:00,[전라북도],1029241,166930,18201,459,7295,384,144,219,314,849,428,1527
175,2022-03-10T00:37:23.074160+09:00,[전라남도],1106476,135581,15226,672,7514,492,178,320,317,1910,534,2401
176,2022-03-10T00:37:23.074160+09:00,[경상북도],406005,1296410,30831,975,16215,555,333,533,2287,1762,1732,1030
177,2022-03-10T00:37:23.074160+09:00,[경상남도],775154,1260161,49275,1199,27747,728,433,483,2046,4070,1474,1490
178,2022-03-10T00:37:23.074160+09:00,[제주특별자치도],217587,171179,12432,262,3093,136,45,86,243,502,242,322
179,2022-03-10T00:37:23.074160+09:00,,16024780,16100801,747842,17577,255203,8893,4550,7878,24228,35581,12042,17141
180,2022-03-10T00:38:37.259399+09:00,[서울특별시],3010236,3216139,169043,3792,31314,1430,711,1642,4063,4750,1298,1960
181,2022-03-10T00:38:37.259399+09:00,[부산광역시],830124,1277286,45839,1086,20790,520,331,495,1855,2731,576,899
182,2022-03-10T00:38:37.259399+09:00,[대구광역시],351887,1199094,29224,844,12121,312,227,424,2449,934,502,597
183,2022-03-10T00:38:37.259399+09:00,[인천광역시],940819,854325,48867,1254,14884,501,274,543,1238,1585,546,814
184,2022-03-10T00:38:37.259399+09:00,[광주광역시],838217,117776,14280,406,5587,223,90,140,108,1392,187,473
185,2022-03-10T00:38:37.259399+09:00,[대전광역시],448447,454359,23988,572,7376,249,113,192,493,981,252,395
186,2022-03-10T00:38:37.259399+09:00,[울산광역시],297326,398277,20481,357,9027,325,110,182,728,2205,203,308
187,2022-03-10T00:38:37.259399+09:00,[세종특별자치시],126130,95763,6485,86,1370,47,14,30,91,152,56,51
188,2022-03-10T00:38:37.259399+09:00,[경기도],4170348,3730343,183975,3711,57040,1797,975,1810,5569,7841,1918,2885
189,2022-03-10T00:38:37.259399+09:00,[강원도],423801,544757,23693,570,10678,324,179,235,750,1274,547,499
190,2022-03-10T00:38:37.259399+09:00,[충청북도],458044,512243,25576,598,10200,405,195,273,769,1071,703,620
191,2022-03-10T00:38:37.259399+09:00,[충청남도],585680,677879,30851,729,13436,458,205,329,908,1550,858,862
192,2022-03-10T00:38:37.259399+09:00,[전라북도],1028994,167078,18209,459,7334,384,143,218,312,848,425,1525
193,2022-03-10T00:38:37.259399+09:00,[전라남도],1105632,136288,15343,670,7569,487,177,320,315,1906,534,2386
194,2022-03-10T00:38:37.259399+09:00,[경상북도],407847,1294507,31011,966,16246,549,331,529,2287,1765,1718,1021
195,2022-03-10T00:38:37.259399+09:00,[경상남도],774764,1260507,49323,1192,27775,729,430,478,2046,4077,1472,1483
196,2022-03-10T00:38:37.259399+09:00,[제주특별자치도],217477,171266,12431,261,3099,137,44,86,243,505,243,321
197,2022-03-10T00:38:37.259399+09:00,,16015771,16107888,748620,17553,255846,8876,4549,7926,24224,35566,12039,17102
198,2022-03-10T00:39:50.717464+09:00,[서울특별시],3006506,3219202,169242,3816,31524,1427,719,1639,4096,4739,1309,1973
199,2022-03-10T00:39:50.717464+09:00,[부산광역시],829942,1277322,45927,1079,20803,519,334,497,1856,2736,575,904
200,2022-03-10T00:39:50.717464+09:00,[대구광역시],351304,1199704,29200,844,12124,312,228,426,2445,931,506,595
201,2022-03-10T00:39:50.717464+09:00,[인천광역시],940184,855618,49034,1202,14812,499,261,518,1213,1551,535,810
202,2022-03-10T00:39:50.717464+09:00,[광주광역시],838072,117898,14279,408,5606,225,89,141,109,1388,186,472
203,2022-03-10T00:39:50.717464+09:00,[대전광역시],447628,455136,24006,567,7406,248,114,193,497,977,251,392
204,2022-03-10T00:39:50.717464+09:00,[울산광역시],297326,398277,20481,357,9027,325,110,182,728,2205,203,308
205,2022-03-10T00:39:50.717464+09:00,[세종특별자치시],126059,95811,6536,89,1365,46,16,32,89,156,55,53
206,2022-03-10T00:39:50.717464+09:00,[경기도],4168477,3731897,184331,3704,57085,1804,978,1823,5587,7858,1907,2891
207,2022-03-10T00:39:50.717464+09:00,[강원도],423693,544674,23695,573,10682,331,180,237,751,1278,548,509
208,2022-03-10T00:39:50.717464+09:00,[충청북도],457777,512443,25608,595,10210,403,196,275,788,1066,701,619
209,2022-03-10T00:39:50.717464+09:00,[충청남도],585495,677836,30905,727,13515,456,205,330,913,1561,857,865
210,2022-03-10T00:39:50.717464+09:00,[전라북도],1028484,167480,18251,457,7341,382,142,220,310,852,425,1539
211,2022-03-10T00:39:50.717464+09:00,[전라남도],1105524,136362,15342,669,7596,485,178,322,317,1902,537,2394
212,2022-03-10T00:39:50.717464+09:00,[경상북도],407886,1294346,31033,959,16295,547,331,530,2301,1756,1717,1017
213,2022-03-10T00:39:50.717464+09:00,[경상남도],776484,1258727,49411,1186,27741,732,428,478,2063,4065,1470,1481
214,2022-03-10T00:39:50.717464+09:00,[제주특별자치도],217133,171506,12441,257,3135,134,44,88,257,515,244,328
215,2022-03-10T00:39:50.717464+09:00,,16007974,16114239,749722,17489,256266,8875,4553,7931,24321,35538,12028,17151
216,2022-03-10T00:41:03.853385+09:00,[서울특별시],3004676,3221097,169487,3809,31504,1422,715,1647,4092,4752,1311,1968
217,2022-03-10T00:41:03.853385+09:00,[부산광역시],829685,1277504,45955,1076,20843,523,333,498,1857,2740,577,903
218,2022-03-10T00:41:03.853385+09:00,[대구광역시],351182,1199762,29167,845,12148,310,226,435,2448,945,514,600
219,2022-03-10T00:41:03.853385+09:00,[인천광역시],938996,856901,49075,1184,14801,494,258,516,1207,1541,528,806
220,2022-03-10T00:41:03.853385+09:00,[광주광역시],838034,117907,14283,409,5598,226,89,140,109,1389,185,476
221,2022-03-10T00:41:03.853385+09:00,[대전광역시],447437,455269,24025,565,7400,250,114,193,498,975,250,391
222,2022-03-10T00:41:03.853385+09:00,[울산광역시],297390,398128,20531,358,9050,324,110,184,739,2182,202,310
223,2022-03-10T00:41:03.853385+09:00,[세종특별자치시],125252,96534,6519,95,1406,44,22,31,86,155,57,60
224,2022-03-10T00:41:03.853385+09:00,[경기도],4167618,3732616,184349,3697,57088,1804,977,1857,5622,7846,1906,2875
225,2022-03-10T00:41:03.853385+09:00,[강원도],423581,544776,23683,574,10694,332,180,236,751,1279,549,508
226,2022-03-10T00:41:03.853385+09:00,[충청북도],457857,512337,25601,592,10219,404,196,276,788,1067,699,622
227,2022-03-10T00:41:03.853385+09:00,[충청남도],585331,677942,30953,724,13543,452,205,328,914,1561,858,866
228,2022-03-10T00:41:03.853385+09:00,[전라북도],1028552,167500,18241,461,7337,387,141,216,311,865,421,1526
229,2022-03-10T00:41:03.853385+09:00,[전라남도],1105422,136446,15344,670,7616,485,178,323,319,1901,538,2396
230,2022-03-10T00:41:03.853385+09:00,[경상북도],408272,1293854,31125,961,16294,550,330,530,2301,1749,1713,1014
231,2022-03-10T00:41:03.853385+09:00,[경상남도],776808,1258332,49442,1183,27778,730,427,477,2064,4063,1468,1478
