,time,cityName,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
490,2022-03-10T00:59:31.180741+09:00,[광주광역시],835130,120003,14578,430,5857,226,92,141,107,1394,183,474
491,2022-03-10T00:59:31.180741+09:00,[대전광역시],443330,458798,24326,551,7594,249,124,211,524,965,248,387
492,2022-03-10T00:59:31.180741+09:00,[울산광역시],295676,399166,20824,361,9161,314,110,186,771,2159,216,311
493,2022-03-10T00:59:31.180741+09:00,[세종특별자치시],122613,98830,6692,85,1459,50,20,32,106,156,59,65
494,2022-03-10T00:59:31.180741+09:00,[경기도],4448147,3956052,200039,4074,63514,1957,1179,1948,6069,8731,2053,3241
495,2022-03-10T00:59:31.180741+09:00,[강원도],422881,545034,23971,576,10842,323,187,250,778,1255,528,512
496,2022-03-10T00:59:31.180741+09:00,[충청북도],457724,511659,25981,580,10582,390,205,272,790,1064,697,622
497,2022-03-10T00:59:31.180741+09:00,[충청남도],584223,678476,31144,723,13815,472,203,321,919,1544,834,865
498,2022-03-10T00:59:31.180741+09:00,[전라북도],1026904,168948,18510,481,7360,376,128,210,297,862,403,1499
499,2022-03-10T00:59:31.180741+09:00,[전라남도],1102518,138917,15612,660,7775,473,180,318,312,1925,526,2347
500,2022-03-10T00:59:31.180741+09:00,[경상북도],409073,1292049,31480,960,16670,554,328,534,2379,1732,1687,1018
501,2022-03-10T00:59:31.180741+09:00,[경상남도],777589,1257094,49924,1158,27896,743,444,517,2115,3963,1443,1479
502,2022-03-10T00:59:31.180741+09:00,[제주특별자치도],216600,171717,12698,236,3098,134,52,79,255,536,234,304
503,2022-03-10T00:59:31.180741+09:00,,16210729,16398189,774288,17767,267583,9028,4839,8153,25458,36371,12051,17330
504,2022-03-10T01:00:46.489965+09:00,[서울특별시],2962388,3257382,172793,3798,32862,1425,770,1718,4366,4794,1327,1874
505,2022-03-10T01:00:46.489965+09:00,[부산광역시],826224,1279038,46499,1076,21233,535,335,521,1898,2802,565,918
506,2022-03-10T01:00:46.489965+09:00,[대구광역시],347343,1203071,29155,851,12392,315,236,446,2530,941,508,614
507,2022-03-10T01:00:46.489965+09:00,[인천광역시],928729,865240,50425,1165,15680,495,241,457,1263,1539,552,823
508,2022-03-10T01:00:46.489965+09:00,[광주광역시],835740,119557,14532,430,5835,225,91,143,107,1384,182,469
509,2022-03-10T01:00:46.489965+09:00,[대전광역시],442909,459159,24385,554,7598,246,122,209,531,954,247,384
510,2022-03-10T01:00:46.489965+09:00,[울산광역시],295739,399104,20841,364,9164,315,109,185,769,2157,217,310
511,2022-03-10T01:00:46.489965+09:00,[세종특별자치시],122531,98898,6732,86,1472,49,20,31,113,157,58,67
512,2022-03-10T01:00:46.489965+09:00,[경기도],4430876,3976306,199472,3999,62092,1893,1114,2009,6163,8587,1984,3130
513,2022-03-10T01:00:46.489965+09:00,[강원도],422834,545050,23965,579,10873,323,186,248,784,1253,526,515
514,2022-03-10T01:00:46.489965+09:00,[충청북도],457623,511656,26030,580,10598,388,209,271,788,1066,698,620
515,2022-03-10T01:00:46.489965+09:00,[충청남도],584986,677618,31222,718,13860,468,202,324,917,1541,829,861
516,2022-03-10T01:00:46.489965+09:00,[전라북도],1026674,169129,18511,483,7368,375,128,209,296,860,406,1500
517,2022-03-10T01:00:46.489965+09:00,[전라남도],1102307,139088,15621,660,7780,472,180,319,311,1924,526,2347
518,2022-03-10T01:00:46.489965+09:00,[경상북도],408963,1291933,31495,965,16712,557,331,537,2383,1730,1690,1017
519,2022-03-10T01:00:46.489965+09:00,[경상남도],778785,1255788,50068,1155,27858,742,441,513,2122,3968,1431,1473
520,2022-03-10T01:00:46.489965+09:00,[제주특별자치도],216541,171689,12762,233,3124,135,52,80,254,537,233,301
521,2022-03-10T01:00:46.489965+09:00,,16191192,16419706,774506,17694,266500,8958,4766,8219,25595,36194,11980,17222
522,2022-03-10T01:02:05.681906+09:00,[서울특별시],2959292,3260319,172940,3794,32907,1422,778,1715,4371,4782,1328,1877
523,2022-03-10T01:02:05.681906+09:00,[부산광역시],826172,1278887,46552,1075,21263,539,334,528,1909,2794,571,918
524,2022-03-10T01:02:05.681906+09:00,[대구광역시],347403,1202986,29166,851,12415,314,237,446,2532,941,504,611
525,2022-03-10T01:02:05.681906+09:00,[인천광역시],928215,866010,50398,1161,15671,494,247,467,1261,1531,548,813
526,2022-03-10T01:02:05.681906+09:00,[광주광역시],835746,119553,14534,428,5844,225,90,144,107,1383,181,469
527,2022-03-10T01:02:05.681906+09:00,[대전광역시],442712,459328,24402,558,7612,245,121,213,530,958,247,383
528,2022-03-10T01:02:05.681906+09:00,[울산광역시],295597,399218,20858,367,9159,314,108,186,767,2148,217,310
529,2022-03-10T01:02:05.681906+09:00,[세종특별자치시],122531,98898,6732,86,1472,49,20,31,113,157,58,67
530,2022-03-10T01:02:05.681906+09:00,[경기도],4420566,3986673,199306,3953,61423,1848,1117,2067,6114,8421,1954,3088
531,2022-03-10T01:02:05.681906+09:00,[강원도],422793,544891,23981,581,10914,322,186,250,784,1252,527,520
532,2022-03-10T01:02:05.681906+09:00,[충청북도],458435,510990,26000,581,10558,388,210,270,783,1061,696,614
533,2022-03-10T01:02:05.681906+09:00,[충청남도],584986,677618,31222,718,13860,468,202,324,917,1541,829,861
534,2022-03-10T01:02:05.681906+09:00,[전라북도],1026891,169022,18515,489,7335,370,131,207,294,857,399,1497
535,2022-03-10T01:02:05.681906+09:00,[전라남도],1102249,139120,15638,658,7789,472,179,321,310,1924,525,2347
536,2022-03-10T01:02:05.681906+09:00,[경상북도],409381,1291405,31559,960,16741,558,331,536,2389,1732,1676,1018
537,2022-03-10T01:02:05.681906+09:00,[경상남도],778985,1255655,50081,1147,27829,740,439,511,2116,3963,1423,1467
538,2022-03-10T01:02:05.681906+09:00,[제주특별자치도],216409,171831,12752,234,3144,138,51,82,252,540,234,298
539,2022-03-10T01:02:05.681906+09:00,,16178364,16432405,774636,17641,265935,8904,4782,8297,25548,35986,11918,17158
540,2022-03-10T01:03:18.709258+09:00,[서울특별시],2960018,3259346,173113,3780,32861,1421,776,1713,4378,4779,1322,1878
541,2022-03-10T01:03:18.709258+09:00,[부산광역시],825778,1279310,46582,1070,21255,538,334,528,1907,2796,568,916
542,2022-03-10T01:03:18.709258+09:00,[대구광역시],347298,1203012,29191,851,12460,315,239,447,2527,943,503,611
543,2022-03-10T01:03:18.709258+09:00,[인천광역시],927813,866116,50488,1149,15787,491,248,461,1315,1542,550,807
544,2022-03-10T01:03:18.709258+09:00,[광주광역시],835675,119585,14553,431,5853,223,91,146,106,1378,181,470
545,2022-03-10T01:03:18.709258+09:00,[대전광역시],442612,459460,24356,561,7619,250,119,211,534,955,256,385
546,2022-03-10T01:03:18.709258+09:00,[울산광역시],295672,399086,20876,365,9190,313,109,188,766,2147,219,308
547,2022-03-10T01:03:18.709258+09:00,[세종특별자치시],122197,99175,6735,85,1498,49,20,31,112,157,60,70
548,2022-03-10T01:03:18.709258+09:00,[경기도],4422325,3985072,199369,3945,61720,1867,1103,2058,6083,8432,1995,3081
549,2022-03-10T01:03:18.709258+09:00,[강원도],422811,544796,24018,580,10931,320,185,251,784,1251,526,521
550,2022-03-10T01:03:18.709258+09:00,[충청북도],458464,510896,26032,582,10587,386,212,272,782,1065,700,612
551,2022-03-10T01:03:18.709258+09:00,[충청남도],584962,677576,31253,715,13837,465,200,326,913,1542,833,865
552,2022-03-10T01:03:18.709258+09:00,[전라북도],1026682,169050,18535,488,7352,368,131,206,293,856,399,1495
553,2022-03-10T01:03:18.709258+09:00,[전라남도],1101957,139326,15695,658,7805,472,179,319,309,1924,525,2344
554,2022-03-10T01:03:18.709258+09:00,[경상북도],409904,1290801,31636,959,16732,555,332,534,2391,1729,1668,1022
555,2022-03-10T01:03:18.709258+09:00,[경상남도],778731,1256048,50063,1146,27782,736,441,510,2112,3953,1424,1460
556,2022-03-10T01:03:18.709258+09:00,[제주특별자치도],216659,171559,12783,237,3131,137,53,84,253,541,235,297
557,2022-03-10T01:03:18.709258+09:00,,16179557,16430215,775276,17601,266399,8906,4773,8286,25564,35990,11964,17141
558,2022-03-10T01:04:34.622896+09:00,[서울특별시],2960127,3259261,173090,3783,32873,1418,775,1711,4389,4807,1337,1878
559,2022-03-10T01:04:34.622896+09:00,[부산광역시],825618,1279400,46597,1067,21271,537,336,532,1902,2789,569,917
560,2022-03-10T01:04:34.622896+09:00,[대구광역시],347031,1203162,29179,853,12507,314,243,453,2570,936,506,609
561,2022-03-10T01:04:34.622896+09:00,[인천광역시],926835,867402,50492,1150,15691,483,242,467,1310,1534,543,791
562,2022-03-10T01:04:34.622896+09:00,[광주광역시],835326,119845,14567,430,5874,220,91,145,106,1381,181,473
563,2022-03-10T01:04:34.622896+09:00,[대전광역시],442096,459900,24347,560,7647,253,120,210,538,955,258,383
564,2022-03-10T01:04:34.622896+09:00,[울산광역시],295447,399259,20883,366,9185,314,110,187,767,2144,220,307
565,2022-03-10T01:04:34.622896+09:00,[세종특별자치시],122043,99295,6754,86,1499,48,20,30,111,160,59,70
566,2022-03-10T01:04:34.622896+09:00,[경기도],4422781,3983055,199612,3965,61989,1880,1096,2042,6118,8450,1992,3101
567,2022-03-10T01:04:34.622896+09:00,[강원도],422976,544611,24061,578,10943,322,186,251,786,1251,527,520
568,2022-03-10T01:04:34.622896+09:00,[충청북도],458464,510896,26032,582,10587,386,212,272,782,1065,700,612
569,2022-03-10T01:04:34.622896+09:00,[충청남도],584918,677642,31221,714,13862,463,200,326,910,1538,831,863
570,2022-03-10T01:04:34.622896+09:00,[전라북도],1026896,168832,18514,481,7335,372,131,204,290,861,395,1504
571,2022-03-10T01:04:34.622896+09:00,[전라남도],1101876,139377,15703,658,7809,471,178,319,309,1922,526,2351
572,2022-03-10T01:04:34.622896+09:00,[경상북도],409758,1290946,31626,958,16735,555,332,533,2391,1730,1670,1022
573,2022-03-10T01:04:34.622896+09:00,[경상남도],777893,1256859,50013,1147,27849,733,440,510,2119,3937,1423,1463
574,2022-03-10T01:04:34.622896+09:00,[제주특별자치도],216659,171559,12783,237,3131,137,53,84,253,541,235,297
575,2022-03-10T01:04:34.622896+09:00,,16176745,16431300,775474,17617,266790,8906,4765,8277,25651,36000,11973,17159
576,2022-03-10T01:05:47.500637+09:00,[서울특별시],2956499,3262405,173346,3780,32973,1424,776,1710,4399,4811,1340,1878
577,2022-03-10T01:05:47.500637+09:00,[부산광역시],826887,1277967,46701,1069,21288,542,336,529,1897,2792,571,920
578,2022-03-10T01:05:47.500637+09:00,[대구광역시],346907,1203146,29220,924,12531,311,247,453,2577,933,500,612
579,2022-03-10T01:05:47.500637+09:00,[인천광역시],925528,868490,50536,1142,15767,501,239,469,1332,1541,538,781
580,2022-03-10T01:05:47.500637+09:00,[광주광역시],835235,119905,14607,430,5883,220,91,145,106,1379,181,472
581,2022-03-10T01:05:47.500637+09:00,[대전광역시],441441,460507,24359,559,7677,250,125,218,537,950,257,382
582,2022-03-10T01:05:47.500637+09:00,[울산광역시],295386,399254,20865,369,9242,311,109,187,766,2154,220,309
583,2022-03-10T01:05:47.500637+09:00,[세종특별자치시],121875,99449,6779,85,1493,50,19,35,110,161,58,71
584,2022-03-10T01:05:47.500637+09:00,[경기도],4423320,3982549,199608,3971,62013,1878,1099,2050,6125,8463,1986,3098
585,2022-03-10T01:05:47.500637+09:00,[강원도],422391,545105,24071,575,10959,324,184,249,791,1247,527,520
586,2022-03-10T01:05:47.500637+09:00,[충청북도],458464,510896,26032,582,10587,386,212,272,782,1065,700,612
587,2022-03-10T01:05:47.500637+09:00,[충청남도],584784,677705,31216,714,13894,464,200,325,913,1543,830,862
588,2022-03-10T01:05:47.500637+09:00,[전라북도],1026684,168942,18558,482,7346,374,130,210,291,866,402,1502
589,2022-03-10T01:05:47.500637+09:00,[전라남도],1101864,139400,15702,658,7802,472,179,318,308,1920,525,2352
590,2022-03-10T01:05:47.500637+09:00,[경상북도],411682,1289139,31673,953,16696,552,329,526,2381,1719,1669,1023
591,2022-03-10T01:05:47.500637+09:00,[경상남도],777761,1256973,50030,1144,27894,732,439,508,2120,3937,1423,1465
592,2022-03-10T01:05:47.500637+09:00,[제주특별자치도],216612,171529,12773,237,3159,136,53,85,260,541,233,299
593,2022-03-10T01:05:47.500637+09:00,,16173319,16433360,776077,17675,267205,8926,4770,8292,25695,36023,11959,17160
594,2022-03-10T01:07:03.165871+09:00,[서울특별시],2954697,3263673,173622,3782,33019,1428,776,1707,4413,4819,1342,1885
595,2022-03-10T01:07:03.165871+09:00,[부산광역시],826783,1278079,46702,1071,21289,542,336,530,1896,2791,570,919
596,2022-03-10T01:07:03.165871+09:00,[대구광역시],346588,1203420,29204,918,12554,310,247,452,2584,933,500,612
597,2022-03-10T01:07:03.165871+09:00,[인천광역시],924898,868964,50640,1140,15826,499,243,465,1332,1538,533,790
598,2022-03-10T01:07:03.165871+09:00,[광주광역시],835101,120031,14601,429,5887,220,91,144,109,1377,184,470
599,2022-03-10T01:07:03.165871+09:00,[대전광역시],440432,461362,24370,558,7782,246,124,219,543,949,260,387
600,2022-03-10T01:07:03.165871+09:00,[울산광역시],295024,399513,20872,368,9288,311,108,190,766,2144,225,312
601,2022-03-10T01:07:03.165871+09:00,[세종특별자치시],121756,99551,6778,84,1495,49,19,35,110,160,57,71
602,2022-03-10T01:07:03.165871+09:00,[경기도],4421160,3985665,199702,3972,61910,1871,1101,2079,6127,8419,2005,3086
603,2022-03-10T01:07:03.165871+09:00,[강원도],422053,545410,24054,576,10982,322,185,248,799,1245,525,519
604,2022-03-10T01:07:03.165871+09:00,[충청북도],458384,510926,26083,578,10587,383,211,271,781,1063,701,614
605,2022-03-10T01:07:03.165871+09:00,[충청남도],585232,677263,31240,713,13887,464,199,323,914,1539,827,861
606,2022-03-10T01:07:03.165871+09:00,[전라북도],1026523,169149,18557,483,7333,375,130,212,291,864,401,1503
607,2022-03-10T01:07:03.165871+09:00,[전라남도],1101854,139379,15703,657,7803,472,179,318,309,1919,524,2351
608,2022-03-10T01:07:03.165871+09:00,[경상북도],411650,1289168,31676,949,16708,551,328,527,2382,1723,1665,1019
609,2022-03-10T01:07:03.165871+09:00,[경상남도],778217,1256454,50102,1140,27894,729,437,507,2119,3934,1420,1462
610,2022-03-10T01:07:03.165871+09:00,[제주특별자치도],216554,171515,12817,235,3166,137,55,84,257,546,233,297
611,2022-03-10T01:07:03.165871+09:00,,16166905,16439522,776723,17654,267407,8909,4769,8311,25731,35965,11974,17157
612,2022-03-10T01:08:18.706630+09:00,[서울특별시],2953079,3265307,173587,3773,33061,1436,780,1707,4427,4831,1339,1887
613,2022-03-10T01:08:18.706630+09:00,[부산광역시],826546,1278282,46694,1073,21270,545,337,530,1896,2786,572,918
614,2022-03-10T01:08:18.706630+09:00,[대구광역시],346612,1203314,29233,912,12589,310,249,451,2585,926,499,609
615,2022-03-10T01:08:18.706630+09:00,[인천광역시],923916,869821,50779,1145,15851,507,241,462,1325,1537,527,784
616,2022-03-10T01:08:18.706630+09:00,[광주광역시],835108,120030,14595,429,5890,222,90,144,109,1379,184,471
617,2022-03-10T01:08:18.706630+09:00,[대전광역시],439789,461957,24396,556,7792,243,124,220,557,950,260,384
618,2022-03-10T01:08:18.706630+09:00,[울산광역시],295024,399513,20872,368,9288,311,108,190,766,2144,225,312
619,2022-03-10T01:08:18.706630+09:00,[세종특별자치시],121789,99462,6824,82,1504,50,19,36,108,162,56,70
620,2022-03-10T01:08:18.706630+09:00,[경기도],4417813,3987919,200240,3964,61921,1857,1089,2066,6227,8315,2005,3065
621,2022-03-10T01:08:18.706630+09:00,[강원도],421514,545902,24103,577,10991,320,183,255,796,1243,523,519
622,2022-03-10T01:08:18.706630+09:00,[충청북도],458384,510926,26083,578,10587,383,211,271,781,1063,701,614
623,2022-03-10T01:08:18.706630+09:00,[충청남도],585091,677374,31230,712,13891,465,199,323,915,1539,825,859
624,2022-03-10T01:08:18.706630+09:00,[전라북도],1026197,169391,18582,482,7360,375,129,212,295,861,400,1501
625,2022-03-10T01:08:18.706630+09:00,[전라남도],1101881,139344,15694,657,7809,472,179,318,308,1922,524,2353
626,2022-03-10T01:08:18.706630+09:00,[경상북도],411257,1289561,31652,957,16723,551,327,526,2388,1726,1666,1017
627,2022-03-10T01:08:18.706630+09:00,[경상남도],780242,1254638,50129,1133,27640,723,434,498,2107,3971,1420,1462
628,2022-03-10T01:08:18.706630+09:00,[제주특별자치도],216554,171515,12817,235,3166,137,55,84,257,546,233,297
629,2022-03-10T01:08:18.706630+09:00,,16160799,16444254,777510,17634,267331,8906,4755,8294,25848,35903,11958,17123
630,2022-03-10T01:09:30.833891+09:00,[서울특별시],2951880,3266317,173635,3773,33136,1434,785,1714,4433,4848,1343,1887
631,2022-03-10T01:09:30.833891+09:00,[부산광역시],826394,1278387,46718,1073,21290,545,338,529,1900,2785,571,920
632,2022-03-10T01:09:30.833891+09:00,[대구광역시],346933,1203234,29215,897,12472,312,248,449,2579,915,491,616
633,2022-03-10T01:09:30.833891+09:00,[인천광역시],925345,868736,50746,1155,15798,507,246,465,1302,1522,521,788
634,2022-03-10T01:09:30.833891+09:00,[광주광역시],835021,120120,14606,429,5905,221,92,144,110,1384,183,472
635,2022-03-10T01:09:30.833891+09:00,[대전광역시],439708,462136,24362,554,7752,241,124,217,554,949,260,386
636,2022-03-10T01:09:30.833891+09:00,[울산광역시],294431,400081,20867,366,9298,308,107,193,768,2138,229,311
637,2022-03-10T01:09:30.833891+09:00,[세종특별자치시],121671,99543,6843,84,1510,49,19,35,108,162,56,69
638,2022-03-10T01:09:30.833891+09:00,[경기도],4420560,3985147,200376,3946,61596,1867,1112,2034,6147,8401,2001,3119
639,2022-03-10T01:09:30.833891+09:00,[강원도],421301,546069,24103,579,10997,321,183,255,796,1244,525,523
640,2022-03-10T01:09:30.833891+09:00,[충청북도],458384,510926,26083,578,10587,383,211,271,781,1063,701,614
641,2022-03-10T01:09:30.833891+09:00,[충청남도],585805,676672,31270,711,13896,464,197,321,912,1539,820,852
642,2022-03-10T01:09:30.833891+09:00,[전라북도],1025801,169805,18574,481,7354,374,130,211,297,859,398,1502
643,2022-03-10T01:09:30.833891+09:00,[전라남도],1101766,139410,15694,655,7825,472,179,318,310,1924,529,2354
644,2022-03-10T01:09:30.833891+09:00,[경상북도],411275,1289475,31656,954,16726,553,333,533,2393,1721,1665,1013
645,2022-03-10T01:09:30.833891+09:00,[경상남도],780012,1254828,50157,1138,27634,723,434,499,2107,3977,1418,1458
646,2022-03-10T01:09:30.833891+09:00,[제주특별자치도],216414,171597,12807,234,3163,136,54,86,261,548,239,296
647,2022-03-10T01:09:30.833891+09:00,,16162701,16442481,777711,17608,266939,8913,4791,8275,25758,35979,11950,17181
648,2022-03-10T01:10:43.644462+09:00,[서울특별시],2950099,3267751,173705,3781,33237,1442,785,1720,4445,4851,1343,1887
649,2022-03-10T01:10:43.644462+09:00,[부산광역시],826398,1278232,46724,1077,21301,546,341,530,1907,2786,570,921
650,2022-03-10T01:10:43.644462+09:00,[대구광역시],346983,1203180,29194,899,12451,306,242,442,2569,922,486,610
651,2022-03-10T01:10:43.644462+09:00,[인천광역시],925483,868556,50798,1151,15859,510,245,466,1300,1525,518,794
652,2022-03-10T01:10:43.644462+09:00,[광주광역시],834779,120329,14610,429,5907,222,91,143,111,1381,183,472
653,2022-03-10T01:10:43.644462+09:00,[대전광역시],439715,462138,24380,551,7747,241,124,216,554,948,259,384
654,2022-03-10T01:10:43.644462+09:00,[울산광역시],294332,400146,20871,365,9305,309,107,193,770,2140,229,313
655,2022-03-10T01:10:43.644462+09:00,[세종특별자치시],121671,99543,6843,84,1510,49,19,35,108,162,56,69
656,2022-03-10T01:10:43.644462+09:00,[경기도],4418370,3987040,200501,3952,61595,1866,1107,2043,6147,8377,1997,3115
657,2022-03-10T01:10:43.644462+09:00,[강원도],420893,546423,24091,583,11014,321,183,258,797,1248,526,525
658,2022-03-10T01:10:43.644462+09:00,[충청북도],458157,511081,26083,579,10620,382,210,272,786,1065,702,617
659,2022-03-10T01:10:43.644462+09:00,[충청남도],585693,676701,31281,718,13895,469,197,320,913,1542,828,858
660,2022-03-10T01:10:43.644462+09:00,[전라북도],1025801,169805,18574,481,7354,374,130,211,297,859,398,1502
661,2022-03-10T01:10:43.644462+09:00,[전라남도],1101735,139438,15693,656,7835,472,179,318,311,1923,528,2353
662,2022-03-10T01:10:43.644462+09:00,[경상북도],411433,1289217,31646,957,16764,553,335,532,2391,1723,1671,1013
663,2022-03-10T01:10:43.644462+09:00,[경상남도],779609,1255109,50206,1145,27679,721,434,496,2104,3980,1417,1448
664,2022-03-10T01:10:43.644462+09:00,[제주특별자치도],216127,171862,12824,239,3164,137,61,92,266,554,239,299
665,2022-03-10T01:10:43.644462+09:00,,16157279,16446550,778025,17648,267239,8923,4790,8289,25777,35986,11952,17179
666,2022-03-10T01:11:56.992672+09:00,[서울특별시],2947520,3269720,173920,3795,33344,1441,795,1739,4459,4839,1347,1889
667,2022-03-10T01:11:56.992672+09:00,[부산광역시],826179,1278346,46727,1075,21328,545,340,532,1905,2790,569,923
668,2022-03-10T01:11:56.992672+09:00,[대구광역시],347084,1202975,29220,901,12444,305,241,444,2568,919,489,607
669,2022-03-10T01:11:56.992672+09:00,[인천광역시],925489,868769,50751,1150,15815,505,245,467,1294,1526,519,789
670,2022-03-10T01:11:56.992672+09:00,[광주광역시],834765,120328,14610,428,5911,222,91,144,111,1379,184,472
671,2022-03-10T01:11:56.992672+09:00,[대전광역시],439923,461871,24406,547,7751,239,126,217,553,946,257,381
672,2022-03-10T01:11:56.992672+09:00,[울산광역시],295053,399523,20843,364,9277,308,107,189,764,2142,228,313
673,2022-03-10T01:11:56.992672+09:00,[세종특별자치시],121706,99437,6890,83,1529,52,18,35,110,163,55,68
674,2022-03-10T01:11:56.992672+09:00,[경기도],4417749,3987049,200704,3945,61770,1863,1099,2055,6133,8393,1992,3132
675,2022-03-10T01:11:56.992672+09:00,[강원도],420895,546401,24109,583,11009,318,182,258,797,1253,523,528
676,2022-03-10T01:11:56.992672+09:00,[충청북도],458284,510955,26086,576,10636,380,209,274,783,1068,703,620
677,2022-03-10T01:11:56.992672+09:00,[충청남도],585459,676925,31285,718,13904,470,197,319,912,1543,829,861
678,2022-03-10T01:11:56.992672+09:00,[전라북도],1025683,169847,18591,482,7355,374,130,212,300,857,399,1499
679,2022-03-10T01:11:56.992672+09:00,[전라남도],1101701,139598,15665,654,7832,470,178,314,308,1918,524,2341
680,2022-03-10T01:11:56.992672+09:00,[경상북도],411344,1289212,31660,954,16809,553,336,530,2391,1723,1670,1015
681,2022-03-10T01:11:56.992672+09:00,[경상남도],779592,1255104,50228,1143,27715,720,435,496,2105,3976,1415,1447
682,2022-03-10T01:11:56.992672+09:00,[제주특별자치도],215963,171938,12857,239,3202,136,63,91,265,557,237,298
683,2022-03-10T01:11:56.992672+09:00,,16154390,16447999,778551,17639,267630,8899,4792,8317,25758,35994,11938,17183
684,2022-03-10T01:13:15.562648+09:00,[서울특별시],2944364,3272638,174025,3802,33471,1444,796,1736,4467,4838,1357,1902
685,2022-03-10T01:13:15.562648+09:00,[부산광역시],826005,1278426,46734,1075,21320,545,340,534,1905,2787,569,925
686,2022-03-10T01:13:15.562648+09:00,[대구광역시],346617,1203327,29282,901,12432,303,241,445,2575,921,485,604
687,2022-03-10T01:13:15.562648+09:00,[인천광역시],924741,869195,50927,1140,15831,512,244,464,1303,1544,524,781
688,2022-03-10T01:13:15.562648+09:00,[광주광역시],834691,120402,14613,429,5915,223,91,144,110,1382,184,471
689,2022-03-10T01:13:15.562648+09:00,[대전광역시],439038,462657,24417,546,7799,236,127,216,560,944,255,379
690,2022-03-10T01:13:15.562648+09:00,[울산광역시],295028,399475,20863,364,9313,305,108,189,761,2144,229,319
691,2022-03-10T01:13:15.562648+09:00,[세종특별자치시],121492,99607,6893,84,1534,50,18,37,112,159,53,68
692,2022-03-10T01:13:15.562648+09:00,[경기도],4419674,3985212,200930,3939,61762,1867,1102,2057,6128,8369,1990,3106
693,2022-03-10T01:13:15.562648+09:00,[강원도],420555,546672,24145,582,11009,318,181,260,801,1250,523,531
694,2022-03-10T01:13:15.562648+09:00,[충청북도],458487,510571,26198,577,10655,378,208,273,786,1079,701,620
695,2022-03-10T01:13:15.562648+09:00,[충청남도],585447,676932,31281,720,13901,470,197,319,914,1545,831,862
696,2022-03-10T01:13:15.562648+09:00,[전라북도],1025518,170007,18585,482,7350,373,130,212,301,856,398,1498
697,2022-03-10T01:13:15.562648+09:00,[전라남도],1101708,139661,15671,656,7802,467,176,314,305,1920,521,2328
698,2022-03-10T01:13:15.562648+09:00,[경상북도],411443,1289025,31689,954,16831,554,338,532,2393,1727,1668,1012
699,2022-03-10T01:13:15.562648+09:00,[경상남도],779920,1254679,50279,1142,27729,717,436,495,2118,3972,1415,1450
700,2022-03-10T01:13:15.562648+09:00,[제주특별자치도],215963,171938,12857,239,3202,136,63,91,265,557,237,298
701,2022-03-10T01:13:15.562648+09:00,,16150689,16450427,779387,17630,267857,8900,4796,8320,25804,35993,11939,17154
702,2022-03-10T01:14:29.101628+09:00,[서울특별시],2941611,3275001,174209,3809,33582,1440,802,1745,4498,4838,1358,1902
703,2022-03-10T01:14:29.101628+09:00,[부산광역시],826055,1278290,46752,1072,21335,548,339,534,1906,2782,570,923
704,2022-03-10T01:14:29.101628+09:00,[대구광역시],348092,1201822,29338,897,12410,304,239,447,2565,938,486,599
705,2022-03-10T01:14:29.101628+09:00,[인천광역시],924670,869228,50949,1140,15841,513,244,466,1305,1547,525,781
706,2022-03-10T01:14:29.101628+09:00,[광주광역시],834999,120210,14585,425,5879,220,89,142,110,1392,183,473
707,2022-03-10T01:14:29.101628+09:00,[대전광역시],438622,463055,24431,551,7798,235,130,222,564,942,257,379
708,2022-03-10T01:14:29.101628+09:00,[울산광역시],295028,399475,20863,364,9313,305,108,189,761,2144,229,319
709,2022-03-10T01:14:29.101628+09:00,[세종특별자치시],121296,99805,6877,85,1552,51,18,37,114,159,53,68
710,2022-03-10T01:14:29.101628+09:00,[경기도],4417649,3987522,201104,3937,61772,1880,1099,2098,6153,8352,1992,3089
711,2022-03-10T01:14:29.101628+09:00,[강원도],420612,546453,24200,586,11063,319,181,265,804,1248,524,534
712,2022-03-10T01:14:29.101628+09:00,[충청북도],458275,510789,26181,578,10666,378,210,273,784,1077,699,619
713,2022-03-10T01:14:29.101628+09:00,[충청남도],585528,676850,31296,721,13905,465,199,321,909,1546,831,857
714,2022-03-10T01:14:29.101628+09:00,[전라북도],1025255,170227,18619,482,7352,374,130,213,302,853,397,1498
715,2022-03-10T01:14:29.101628+09:00,[전라남도],1101622,139731,15674,655,7817,466,176,315,306,1919,521,2330
716,2022-03-10T01:14:29.101628+09:00,[경상북도],412343,1288058,31749,952,16861,553,341,533,2381,1730,1666,1008
717,2022-03-10T01:14:29.101628+09:00,[경상남도],780257,1254517,50214,1138,27715,716,435,498,2113,3958,1420,1441
718,2022-03-10T01:14:29.101628+09:00,[제주특별자치도],215963,171938,12857,239,3202,136,63,91,265,557,237,298
719,2022-03-10T01:14:29.101628+09:00,,16147879,16452972,779897,17630,268063,8904,4801,8387,25841,35981,11948,17117
720,2022-03-10T01:15:51.298551+09:00,[서울특별시],2939708,3276328,174489,3809,33644,1447,804,1753,4531,4840,1362,1898
721,2022-03-10T01:15:51.298551+09:00,[부산광역시],825991,1278334,46762,1072,21329,547,339,535,1906,2778,569,920
